	title	authors	average_rating	isbn	isbn13	language_code	  num_pages	ratings_count	publication_date	publisher
198	Travels in the Scriptorium	Paul Auster	3.23	0805081453	9780805081459.0	eng	145.0	6688.0	1/23/2007	Henry Holt & Company
199	Leviathan	Paul Auster	3.96	0140178139	9780140178135.0	eng	275.0	11744.0	9/1/1993	Penguin Books
200	The Red Notebook: True Stories	Paul Auster	3.77	0811214982	9780811214988.0	eng	104.0	2390.0	6/17/2002	New Directions
201	Timbuktu / Leviathan / Moon Palace	Paul Auster	4.38	2742741461	9782742741465.0	fre	1075.0	21.0	11/7/2002	Actes Sud
202	Collapse: How Societies Choose to Fail or Succeed	Jared Diamond	3.93	0143036556	9780143036555.0	eng	608.0	52522.0	12/27/2005	Penguin Books Ltd. (London)
203	The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel	Stephen Leeb/Glen C. Strathy	3.4	0446579785	9780446579780.0	en-US	211.0	213.0	2/1/2006	Business Plus
204	Collapse of Complex Societies	Joseph A. Tainter	4.15	052138673X	9780521386739.0	eng	262.0	719.0	3/29/1990	Cambridge University Press
205	Bowling Alone: The Collapse and Revival of American Community	Robert D. Putnam	3.8	0743203046	9780743203043.0	eng	544.0	4762.0	8/7/2001	Simon  Schuster
206	The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom	Philip K. Howard	3.91	034543871X	9780345438713.0	eng	272.0	62.0	1/29/2002	Ballantine Books
207	Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America	Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco	4.39	0393318281	9780393318289.0	eng	576.0	278.0	9/17/1998	W. W. Norton  Company
208	My Inventions	Nikola Tesla	4.01	1599869942	9781599869940.0	eng	88.0	2862.0	5/17/2006	Filiquarian Publishing  LLC.
209	Wizard: The Life and Times of Nikola Tesla: Biography of a Genius	Marc J.  Seifer/William H. Terbo	3.78	0806519606	9780806519609.0	eng	542.0	2829.0	2/1/2001	Citadel
210	Nikola Tesla: A Spark of Genius	Carol Dommermuth-Costa	3.93	0822549204	9780822549208.0	eng	144.0	105.0	10/1/1994	Lerner Publications
211	Tesla Papers	Nikola Tesla/David Hatcher Childress	4.13	0932813860	9780932813862.0	eng	100.0	102.0	12/1/2000	Adventures Unlimited Press
212	Boys of Summer	Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye	3.77	0373792689	9780373792689.0	eng	249.0	478.0	6/27/2006	Harlequin Blaze
213	Programming Ruby: The Pragmatic Programmers' Guide	Dave Thomas/Chad Fowler/Andy Hunt	4.03	0974514055	9780974514055.0	en-US	828.0	1577.0	10/11/2004	Pragmatic Bookshelf
214	Golding's Lord of the Flies (Cliffs Notes)	Maureen Kelly/CliffsNotes/William Golding	3.95	0764585975	9780764585975.0	eng	112.0	73.0	6/13/2000	Cliffs Notes
215	Lord of the Flies	William Golding	3.68	0307281701	9780307281708.0	eng	6.0	408.0	10/11/2005	Listening Library (Audio)
216	A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War	Victor Davis Hanson	4.11	0812969707	9780812969702.0	eng	397.0	1693.0	9/12/2006	Random House
217	We Were Not Like Other People	Ephraim Sevela/Antonina W. Bouis	4.14	0060255080	9780060255084.0	eng	216.0	1.0	1/1/1989	HarperCollins Publishers
218	The Lovely Bones	Alice Sebold	3.81	0330485385	9780330485388.0	en-GB	328.0	6485.0	6/1/2003	Picador
219	The Lovely Bones	Alice Sebold	3.81	159413023X	9781594130236.0	en-US	532.0	367.0	4/1/2004	Large Print Press
220	Lovely in Her Bones (Elizabeth MacPherson  #2)	Sharyn McCrumb	3.8	0345360354	9780345360359.0	eng	224.0	1371.0	5/13/1990	Ballantine Books
221	The Zen of CSS Design: Visual Enlightenment for the Web	Dave Shea/Molly E. Holzschlag	3.98	0321303474	785342303476.0	en-US	296.0	793.0	2/17/2005	Peachpit Press
222	HTML  XHTML  and CSS (Visual Quickstart Guide)	Elizabeth Castro	3.8	0321430840	9780321430847.0	en-US	456.0	549.0	8/1/2006	Peachpit Press
223	1000 Record Covers	Michael Ochs/Patrick Javault/Ulrike Wasel	3.85	3822840858	9783822840856.0	mul	575.0	288.0	5/15/2005	Taschen
224	Killing Yourself to Live: 85% of a True Story	Chuck Klosterman	3.81	0743264460	9780743264464.0	eng	245.0	26381.0	6/13/2006	Scribner
225	Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto	Chuck Klosterman	3.73	0743236017	9780743236010.0	eng	272.0	62089.0	7/2/2004	Scribner
226	Vice (V  #8)	Jane Feather	3.51	0553572490	9780553572490.0	eng	419.0	474.0	5/2/1996	Bantam
227	Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1)	Robert M. Pirsig	3.77	0060589469	9780060589462.0	eng	540.0	166046.0	4/25/2006	HarperTorch
228	Once Upon a Cool Motorcycle Dude	Kevin O'Malley/Carol Heyer/Scott Goto	4.08	0802789471	9780802789471.0	eng	32.0	1773.0	4/1/2005	Walker & Company
229	Guidebook to Zen and the Art of Motorcycle Maintenance	Ronald L. DiSanto/Thomas J. Steele	3.72	0688060692	9780688060695.0	en-GB	408.0	286.0	11/19/1990	William Morrow Paperbacks
230	Motorcycle Basics Techbook	John Harold Haynes	3.85	185960515X	9781859605158.0	eng	222.0	40.0	7/5/2002	Haynes Manuals N. America  Inc.
231	LOGO Lounge: 2 000 International Identities by Leading Designers	Catharine M. Fishel/Bill Gardner	3.93	1592530877	9781592530878.0	eng	191.0	27.0	9/1/2004	Rockport Publishers
232	The Death of Ivan Ilych And Other Stories	Leo Tolstoy/Hugh McLean	4.11	0451528808	9780451528803.0	eng	304.0	7300.0	4/1/2003	Signet Classics
233	War and Peace	Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude	4.11	0192833987	9780192833983.0	eng	1392.0	211671.0	6/25/1998	Oxford University Press
234	The Kingdom of God Is Within You	Leo Tolstoy/Constance Garnett	4.13	0486451380	9780486451381.0	eng	352.0	2403.0	9/8/2006	Dover Publications
235	Atlas Shrugged	Ayn Rand/Leonard Peikoff	3.69	0452011876	9780452011878.0	eng	1168.0	322483.0	8/1/1999	Plume
236	For the New Intellectual: The Philosophy of Ayn Rand	Ayn Rand	3.68	0451163087	9780451163080.0	eng	224.0	2750.0	12/1/1963	Signet Book
237	The Fountainhead	Ayn Rand	3.87	0452286751	9780452286757.0	en-US	752.0	1886.0	4/26/2005	Dutton
238	The Virtue of Selfishness: A New Concept of Egoism	Ayn Rand/Nathaniel Branden	3.51	0451163931	9780451163936.0	eng	176.0	11462.0	11/1/1964	Signet
239	Anthem	Ayn Rand	3.63	0452281253	9780452281257.0	eng	105.0	110952.0	12/1/1999	NAL
240	We the Living	Ayn Rand/Leonard Peikoff	3.91	0451187849	9780451187840.0	eng	464.0	23199.0	1/1/1996	Signet
241	Capitalism: The Unknown Ideal	Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen	3.88	0451147952	9780451147950.0	eng	340.0	3501.0	7/15/1986	Signet
242	Letters of Ayn Rand	Ayn Rand/Michael S. Berliner/Leonard Peikoff	3.96	0452274044	9780452274044.0	eng	681.0	18.0	2/1/1997	NAL
243	Sailing for Dummies	J.J. Isler/Peter Isler	3.95	0471791431	9780471791430.0	eng	416.0	150.0	6/1/2006	For Dummies
244	Sailing from Byzantium: How a Lost Empire Shaped the World	Colin  Wells	3.88	0553803816	9780553803815.0	eng	368.0	646.0	7/25/2006	Delacorte Press
245	Sailing Alone Around the Room: New and Selected Poems	Billy Collins	4.23	0375755195	9780375755194.0	eng	192.0	12180.0	9/17/2002	Random House Trade Paperbacks
246	The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories	Christopher Caswell	3.62	1592283195	9781592283194.0	eng	286.0	51.0	4/1/2004	Lyons Press
248	The Natural	Bernard Malamud/Kevin Baker	3.63	0374502005	9780374502003.0	eng	231.0	8854.0	7/7/2003	Farrar Straus Giroux
249	Digging to America	Anne Tyler	3.55	0307263940	9780307263940.0	eng	277.0	17155.0	5/2/2006	Alfred A. Knopf
250	Rereading America: Cultural Contexts for Critical Thinking and Writing	Gary Colombo/Bonnie Lisle	3.77	0312405545	9780312405540.0	eng	826.0	44.0	1/21/2004	Bedford Books
251	Modern Latin America	Thomas E. Skidmore/Peter H. Smith	3.59	019517013X	9780195170139.0	en-US	528.0	234.0	10/7/2004	Oxford University Press  USA
252	The Plot Against America	Philip Roth	3.77	1400079497	9781400079490.0	eng	391.0	33321.0	9/27/2005	Vintage International
253	Naked Pictures of Famous People	Jon   Stewart	3.59	0688171621	9780688171629.0	en-GB	164.0	8703.0	9/22/1999	Dey Street Books
260	The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory	Brian Greene	4.07	0375708111	9780375708114.0	eng	425.0	32569.0	9/2/2004	Vintage Books USA
261	Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman	Upasika Kee Nanayon/Thanissaro Bhikkhu	4.29	086171492X	9780861714926.0	eng	288.0	37.0	5/15/2005	Wisdom Publications
262	The Mini Rough Guide to London	Rob Humphreys/Beth Chaplin/Rebecca Morrill	3.75	184353584X	9781843535843.0	eng	363.0	1.0	4/1/2006	Rough Guides
263	Best of London (Lonely Planet Best Of)	Lonely Planet/Sarah Johnstone/Steve Fallon	3.83	1740594770	9781740594776.0	eng	128.0	11.0	9/1/2004	Lonely Planet
264	Lonely Planet Londres	Lonely Planet/Sarah Johnstone/Tom Masters	4.03	8408064762	9788408064763.0	spa	480.0	0.0	5/1/2006	Geoplaneta
265	Out to Eat London 2002 (Lonely Planet Out to Eat)	Lonely Planet/Mark Honan	0.0	1740592050	9781740592055.0	eng	295.0	0.0	9/1/2001	Lonely Planet
266	Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager	H.G. Bissinger	3.88	0618710531	9780618710539.0	eng	287.0	6870.0	4/4/2006	Mariner Books
267	Cryptonomicon	Neal Stephenson	4.25	0060512806	9780060512804.0	eng	1139.0	83184.0	11/1/2002	Avon
269	The Confusion (The Baroque Cycle  #2)	Neal Stephenson	4.26	0060733357	9780060733353.0	en-US	815.0	19320.0	6/14/2005	William Morrow Paperbacks
270	Quicksilver (The Baroque Cycle  #1)	Neal Stephenson	3.93	0060593083	9780060593087.0	eng	927.0	30872.0	9/21/2004	HarperCollins Perennial
271	The Cobweb	Neal Stephenson/J. Frederick George	3.61	0553383442	9780553383447.0	eng	448.0	2465.0	5/31/2005	Spectra Books
272	The Big U	Neal Stephenson	3.25	0380816032	9780380816033.0	en-US	308.0	4657.0	2/6/2001	William Morrow Paperbacks
273	The Diamond Age: Or  A Young Lady's Illustrated Primer	Neal Stephenson/Pedro Jorge Romero	4.19	0553380966	9780553380965.0	eng	499.0	71042.0	5/2/2000	Spectra
274	Interface	Neal Stephenson/George F. Jewsbury/Stephen  Bury	3.68	0553383434	9780553383430.0	eng	640.0	4731.0	5/31/2005	Spectra
275	Odalisque (The Baroque Cycle  Vol. 1  Book 3)	Neal Stephenson	4.2	0060833181	9780060833183.0	en-US	464.0	1567.0	3/28/2006	HarperTorch
276	Snow Crash	Neal Stephenson/Guy Abadia	4.03	0553380958	9780553380958.0	eng	438.0	188100.0	8/2/2000	Bantam Books
277	Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame	Dan Harrington/Bill Robertie	4.16	1880685353	9781880685358.0	eng	450.0	1474.0	6/1/2005	Two Plus Two Publishing LLC
278	Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play	Dan Harrington/Bill Robertie	4.24	1880685337	9781880685334.0	eng	381.0	1929.0	12/1/2004	Two Plus Two Publishing LLC
279	The Design of Everyday Things	Donald A. Norman	4.17	0465067107	9780465067107.0	eng	240.0	18602.0	9/19/2002	Basic Books
280	Emotional Design: Why We Love (or Hate) Everyday Things	Donald A. Norman	3.95	0465051367	9780465051366.0	eng	272.0	3702.0	5/11/2005	Basic Books
281	The Psychology of Everyday Things	Donald A. Norman	4.17	0465067093	9780465067091.0	eng	257.0	265.0	6/13/1988	Basic Books
282	No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson	Alex C. Jones/Diane M. Hanson/Stephen K. Ray	4.27	0898709199	9780898709193.0	en-GB	259.0	51.0	4/30/2006	Ignatius Press
283	The Alchemist	Paulo Coelho/Alan R. Clarke/James Noel Smith	3.86	0060887966	9780060887964.0	eng	192.0	920.0	5/2/2006	HarperOne
285	Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9)	Hiromu Arakawa/Akira Watanabe	4.57	142150460X	9781421504605.0	eng	192.0	9013.0	9/19/2006	VIZ Media LLC
286	Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3)	Hiromu Arakawa/Akira Watanabe	4.56	1591169259	9781591169253.0	eng	192.0	16666.0	9/13/2005	VIZ Media LLC
287	Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8)	Hiromu Arakawa/Akira Watanabe	4.57	1421504596	9781421504599.0	eng	192.0	11451.0	7/18/2006	VIZ Media LLC
288	Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1)	Hiromu Arakawa/Akira Watanabe	4.5	1591169208	9781591169208.0	eng	192.0	111091.0	5/3/2005	VIZ Media LLC
289	Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4)	Hiromu Arakawa/Akira Watanabe	4.55	1591169291	9781591169291.0	eng	200.0	10752.0	11/8/2005	VIZ Media LLC
291	Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2)	Hiromu Arakawa/Akira Watanabe	4.52	1591169232	9781591169239.0	eng	192.0	14923.0	7/5/2005	VIZ Media LLC
292	Pompeii	Robert   Harris	3.82	0812974611	9780812974614.0	eng	274.0	26922.0	11/8/2005	Random House Trade Paperbacks
293	The Last Days of Pompeii	Edward Bulwer-Lytton/John Gregory Betancourt	3.6	158715739X	9781587157394.0	eng	360.0	1156.0	12/3/2002	Borgo Press
294	Of Mice and Men	John Steinbeck	3.87	0142000671	9780142000670.0	eng	103.0	1755253.0	1/8/2002	Penguin Books
295	The Game: Penetrating the Secret Society of Pickup Artists	Neil Strauss	3.74	0060554738	9780060554736.0	en-US	464.0	20529.0	9/6/2005	It Books
296	The Westing Game	Ellen Raskin	4.02	014240120X	9780142401200.0	eng	182.0	142121.0	4/12/2004	Puffin
297	The Egypt Game	Zilpha Keatley Snyder	3.83	0808553038	9780808553038.0	eng	215.0	30231.0	7/7/2009	Turtleback Books
298	Memoirs of a Geisha	Arthur Golden	4.11	1400096898	9781400096893.0	eng	503.0	280309.0	11/22/2005	Vintage Books USA
299	Memoirs of a Geisha	Arthur Golden	4.11	0739326228	9780739326220.0	eng	434.0	1301083.0	11/15/2005	Random House Large Print Publishing
300	Memoirs of a Geisha	Arthur Golden	4.11	0099498189	9780099498186.0	en-US	497.0	2122.0	12/1/2005	Vintage
301	Memoirs of a Geisha: A Portrait of the Film	David        James/Peggy Mulloy/Rob Marshall/Arthur Golden	4.08	1557046832	9781557046833.0	eng	144.0	145.0	10/20/2005	Newmarket Press
302	Memoirs of a Geisha	Arthur Golden	4.11	0099771519	9780099771517.0	eng	497.0	4189.0	6/4/1998	Vintage
303	Geisha of Gion	Mineko Iwasaki/Rande Brown	3.93	074343059X	9780743430593.0	eng	334.0	1556.0	5/6/2003	Pocket Books
304	Love As A Foreign Language #5	J. Torres/Eric  Kim	3.44	1932664394	9781932664393.0	eng	58.0	9.0	2/1/2006	Oni Press
305	Jungle Love	Margaret Johnson/Philip Prowse	3.41	0521750849	9780521750844.0	eng	95.0	59.0	8/1/2002	Cambridge University Press
306	The 5 Love Languages / The 5 Love Languages Journal	Gary Chapman	4.7	0802415318	9780802415318.0	eng	0.0	22.0	1/1/2005	Moody Publishers
307	Angels & Demons (Robert Langdon  #1)	Dan Brown	3.89	1416524797	9781416524793.0	eng	736.0	2418736.0	4/1/2006	Pocket Books
310	The Da Vinci Code (Robert Langdon  #2)	Dan Brown	3.84	0307277674	9780307277671.0	eng	489.0	1679706.0	3/28/2006	Anchor
311	The Da Vinci Code	Dan Brown	3.84	076792603X	9780767926034.0	eng	467.0	1120.0	3/28/2006	Broadway Books
312	Da Vinci Code (Robert Langdon  #2)	Dan Brown/Daniel Roche	3.84	2266144340	9782266144346.0	fre	744.0	377.0	5/3/2005	Pocket
313	Deception Point	Dan Brown	3.71	1416524800	9781416524809.0	eng	736.0	4919.0	4/1/2006	Pocket Books
314	Deception Point	Dan Brown	3.71	0552151769	9780552151764.0	eng	585.0	3353.0	5/1/2004	Corgi Books
315	Deception Point	Dan Brown	3.71	0593055071	9780593055076.0	eng	448.0	61.0	8/1/2005	Bantam Press
316	A Killing Rain (Louis Kincaid  #6)	P.J. Parrish	4.04	078601606X	9780786016068.0	eng	383.0	456.0	2/1/2005	Pinnacle
317	The Millionaire Next Door: The Surprising Secrets of America's Wealthy	Thomas J. Stanley/William D. Danko	4.03	0671015206	9780671015206.0	eng	258.0	61760.0	10/1/1998	Gallery Books
318	Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century	Napoleon Hill	4.18	1585424331	9781585424337.0	eng	320.0	88897.0	9/1/2005	Tarcherperigee
319	Think and Grow Rich	Napoleon Hill	4.18	1932429239	9781932429237.0	eng	368.0	48.0	8/7/2004	High Roads Media
320	Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series)	Mike   Mason	3.58	0977616657	9780977616657.0	eng	256.0	173.0	6/7/2006	Pragmatic Bookshelf
321	Read My Lips: Sexual Subversion and the End of Gender	Riki Anne Wilchins	3.95	1563410907	9781563410901.0	en-US	288.0	253.0	6/1/2005	Firebrand Books
322	Trump: The Art of the Deal	Donald J. Trump/Tony Schwartz	3.66	0345479173	9780345479174.0	en-US	384.0	12748.0	12/28/2004	Ballantine Books
323	The Richest Man in Babylon	George S. Clason	4.26	0451205367	9780451205360.0	eng	194.0	76451.0	2/1/2008	Berkley Books
324	The Richest Man in Babylon	George S. Clason	4.26	1419349996	9781419349997.0	eng	4.0	86.0	6/17/2005	Recorded Books  Inc.
325	Shibumi	Trevanian/Gisela Stege	4.21	1400098033	9781400098033.0	eng	480.0	9498.0	5/10/2005	Broadway Books
326	1776	David McCullough	4.07	0743226720	9780743226721.0	eng	386.0	166916.0	7/4/2006	Simon  Schuster
327	1776	Peter  Stone/Sherman Edwards	4.22	0140481397	9780140481396.0	eng	192.0	1299.0	11/18/1976	Penguin Books
328	The Crescent Obscured: The United States and the Muslim World  1776-1815	Robert J. Allison	3.62	0226014908	9780226014906.0	eng	284.0	31.0	7/15/2000	University of Chicago Press
329	The Good Earth (House of Earth  #1)	Pearl S. Buck	3.98	1416500189	9781416500186.0	eng	418.0	200744.0	3/4/2009	Howard Publishing Co
330	Purpose Driven Life - For Commuters: What on Earth Am I Here For?	Rick Warren	3.93	0310258979	9780310258971.0	eng	5.0	26.0	3/15/2005	Zondervan
331	Fast Food Nation: The Dark Side of the All-American Meal	Eric Schlosser	3.74	0060838582	9780060838584.0	eng	399.0	190039.0	7/5/2005	Harper Perennial
332	Fast Food Nation: What The All-American Meal is Doing to the World	Eric Schlosser	3.74	0141006870	9780141006871.0	eng	384.0	811.0	4/4/2002	Penguin Books
333	Snow Flower and the Secret Fan	Lisa See	4.07	0812968069	9780812968064.0	eng	269.0	297533.0	2/21/2006	Random House
334	The Broker	John Grisham	3.78	0385340540	9780385340540.0	eng	422.0	72361.0	9/26/2006	Delta
335	The Power Broker: Robert Moses and the Fall of New York	Robert A. Caro	4.51	0394720245	9780394720241.0	eng	1344.0	11208.0	7/12/1975	Vintage
336	The Power Broker: A Novel (Christian Gillette  #3)	Stephen W. Frey	3.75	0345480600	9780345480606.0	eng	320.0	28.0	7/25/2006	Ballantine Books
337	Body For Life: 12 Weeks to Mental and Physical Strength	Bill Phillips/Michael D'Orso	3.74	0060193395	9780060193393.0	en-US	201.0	3877.0	6/10/1999	HarperCollins Publishers  Inc.
338	Body for Life for Women: A Woman's Plan for Physical and Mental Transformation	Pamela Peeke/Cindy Crawford	3.65	1579546013	9781579546014.0	en-US	288.0	401.0	4/1/2005	Rodale Books
339	Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!	Bill Phillips	3.95	0972018417	9780972018418.0	eng	405.0	814.0	11/26/2003	High Point Media
340	The Warren Buffett Way	Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher	4.13	0471743674	9780471743675.0	en-US	245.0	228.0	10/1/2005	John Wiley & Sons
341	The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers	Robert P. Miles/Tom Osborne	4.07	0471430455	9780471430452.0	eng	432.0	39.0	4/18/2003	Wiley
342	Monkey Business: True Story of the Scopes Trial	Marvin N. Olasky/John R. Perry	3.15	0805431578	9780805431575.0	eng	368.0	26.0	5/15/2005	B Books
343	Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2)	Barbara Park/Denise Brunkus	3.99	0679838864	9780679838869.0	en-US	68.0	11178.0	2/16/1993	Random House Books for Young Readers
344	Monkey Business	Sarah Mlynowski	3.67	0373250711	9780373250714.0	eng	392.0	3379.0	9/24/2004	Red Dress Ink
345	Liar's Poker	Michael   Lewis	4.15	0140143459	9780140143454.0	eng	256.0	22843.0	10/1/1990	Penguin Books
346	Liar's Poker: A Harry Garnish Mystery	Frank McConnell	3.31	0802732291	9780802732293.0	eng	214.0	13.0	6/1/1993	Walker & Company
347	Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen	Ursula Ferrigno/Jason Lowe/Maxine  Clark	4.08	1841721476	694055000612.0	eng	64.0	8.0	3/1/2001	Ryland Peters & Small
348	Giada's Family Dinners	Giada De Laurentiis/Victoria Pearson	3.96	030723827X	9780307238276.0	eng	256.0	14103.0	4/4/2006	Clarkson Potter
349	Everyday Italian: 125 Simple and Delicious Recipes	Giada De Laurentiis	3.95	1400052580	9781400052585.0	eng	256.0	40125.0	2/22/2005	Clarkson Potter
350	Everyday Pasta	Giada De Laurentiis/Victoria Pearson	4.09	0307346587	9780307346582.0	eng	240.0	8822.0	4/3/2007	Clarkson Potter
351	Tyler's Ultimate: Brilliant Simple Food to Make Any Time	Tyler Florence/Petrina Tinslay	4.09	1400052386	9781400052387.0	eng	256.0	3697.0	9/26/2006	Clarkson Potter
